facility_id,facility_name,facility_type,facility_source,source_record_id,source_date,admin_area,osm_amenity,osm_office,source,matched_hazard_groups,matched_hazard_details,hazard_group_count,flood_point_count_300m,screening_priority,analysis_predicate,analysis_role,longitude,latitude
NLSC-121-116,宜蘭縣蘇澳鎮蘇澳國民小學1,學校,內政部國土測繪中心（官方衍生快取）,116,202207,宜蘭縣,,,,地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""L0016"", ""distance_m"": 104.8}]",1,0,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.84084571647591,24.597376413574864
NLSC-121-117,耕莘健康管理專科學校宜蘭校區,學校,內政部國土測繪中心（官方衍生快取）,117,202201,宜蘭縣,,,,地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""G0003"", ""distance_m"": 0.0}]",1,0,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.68519836945542,24.697550169030112
NLSC-121-126,國立羅東高級工業職業學校,學校,內政部國土測繪中心（官方衍生快取）,126,202406,宜蘭縣,,,,近5年歷史淹水災點,"[{""group"": ""近5年歷史淹水災點"", ""source_id"": ""130016"", ""distance_m"": 265.1, ""match_count"": 1}]",1,1,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.75103446907711,24.669713623703895
NLSC-121-13,宜蘭縣大同鄉四季國民小學英士分校,學校,內政部國土測繪中心（官方衍生快取）,13,201901,宜蘭縣,,,,土石流影響範圍,"[{""group"": ""土石流影響範圍"", ""source_id"": ""176526"", ""distance_m"": 80.1}]",1,0,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.52585335044007,24.6124541795366
NLSC-121-131,淡江大學蘭陽校園,學校,內政部國土測繪中心（官方衍生快取）,131,202207,宜蘭縣,,,,地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""L0016"", ""distance_m"": 211.3}]",1,0,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.73047710347247,24.821236530570147
NLSC-121-132,聖母醫護管理專科學校,學校,內政部國土測繪中心（官方衍生快取）,132,202206,宜蘭縣,,,,地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""G0003"", ""distance_m"": 0.0}]",1,0,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.70227406058794,24.66474175933038
NLSC-121-133,聖母醫護管理專科學校羅東校區,學校,內政部國土測繪中心（官方衍生快取）,133,202508,宜蘭縣,,,,近5年歷史淹水災點,"[{""group"": ""近5年歷史淹水災點"", ""source_id"": ""130016"", ""distance_m"": 274.9, ""match_count"": 1}]",1,1,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.77288945439703,24.67084411261409
NLSC-121-14,宜蘭縣大同鄉四季國民小學茂安分班,學校,內政部國土測繪中心（官方衍生快取）,14,202508,宜蘭縣,,,,土石流影響範圍、地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""L0016"", ""distance_m"": 259.7}, {""group"": ""土石流影響範圍"", ""source_id"": ""176526"", ""distance_m"": 31.0}]",2,0,複合災害暴露（優先查核）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.45084651765958,24.53283330581376
NLSC-121-15,宜蘭縣大同鄉南山國民小學,學校,內政部國土測繪中心（官方衍生快取）,15,202206,宜蘭縣,,,,土石流影響範圍、地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""L0016"", ""distance_m"": 127.4}, {""group"": ""土石流影響範圍"", ""source_id"": ""176526"", ""distance_m"": 154.1}]",2,0,複合災害暴露（優先查核）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.38065828934248,24.4375079488649
NLSC-121-16,宜蘭縣大同鄉寒溪國民小學,學校,內政部國土測繪中心（官方衍生快取）,16,201901,宜蘭縣,,,,土石流影響範圍、地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""G0003"", ""distance_m"": 0.0}, {""group"": ""土石流影響範圍"", ""source_id"": ""176526"", ""distance_m"": 216.8}]",2,0,複合災害暴露（優先查核）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.6874798540977,24.60945974702583
NLSC-121-22,宜蘭縣冬山鄉大進國民小學,學校,內政部國土測繪中心（官方衍生快取）,22,202206,宜蘭縣,,,,地質敏感區、近5年歷史淹水災點,"[{""group"": ""地質敏感區"", ""source_id"": ""G0003"", ""distance_m"": 0.0}, {""group"": ""近5年歷史淹水災點"", ""source_id"": ""130016"", ""distance_m"": 189.5, ""match_count"": 1}]",2,1,複合災害暴露（優先查核）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.7160689168856,24.634051902324654
NLSC-121-26,宜蘭縣冬山鄉柯林國民小學,學校,內政部國土測繪中心（官方衍生快取）,26,202206,宜蘭縣,,,,地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""G0003"", ""distance_m"": 107.0}]",1,0,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.73161596879308,24.67654153890647
NLSC-121-3,宜蘭縣三星鄉三星國民小學,學校,內政部國土測繪中心（官方衍生快取）,3,202206,宜蘭縣,,,,地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""G0003"", ""distance_m"": 0.0}]",1,0,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.6505638304019,24.666767153317856
NLSC-121-32,宜蘭縣立三星國民中學,學校,內政部國土測繪中心（官方衍生快取）,32,202206,宜蘭縣,,,,地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""G0003"", ""distance_m"": 0.0}]",1,0,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.65370549762024,24.668073499182864
NLSC-121-33,宜蘭縣立大同國民中學,學校,內政部國土測繪中心（官方衍生快取）,33,201810,宜蘭縣,,,,地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""L0016"", ""distance_m"": 210.8}]",1,0,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.47795719776319,24.574287370786188
NLSC-121-34,宜蘭縣立大同國民中學1,學校,內政部國土測繪中心（官方衍生快取）,34,202208,宜蘭縣,,,,地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""L0016"", ""distance_m"": 148.9}]",1,0,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.47876240705865,24.575443181118995
NLSC-121-35,宜蘭縣立大同國民中學2,學校,內政部國土測繪中心（官方衍生快取）,35,202208,宜蘭縣,,,,地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""L0016"", ""distance_m"": 72.1}]",1,0,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.47878402128121,24.57630890478155
NLSC-121-47,宜蘭縣立南安國民中學,學校,內政部國土測繪中心（官方衍生快取）,47,202406,宜蘭縣,,,,土石流影響範圍、地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""L0016"", ""distance_m"": 249.8}, {""group"": ""土石流影響範圍"", ""source_id"": ""176526"", ""distance_m"": 23.6}]",2,0,複合災害暴露（優先查核）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.86857236574929,24.57499366450233
NLSC-121-48,宜蘭縣立南澳高級中學,學校,內政部國土測繪中心（官方衍生快取）,48,202207,宜蘭縣,,,,近5年歷史淹水災點,"[{""group"": ""近5年歷史淹水災點"", ""source_id"": ""130016"", ""distance_m"": 156.4, ""match_count"": 1}]",1,1,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.80111249737982,24.465690127928823
NLSC-121-5,宜蘭縣三星鄉大隱國民小學,學校,內政部國土測繪中心（官方衍生快取）,5,202206,宜蘭縣,,,,地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""G0003"", ""distance_m"": 0.0}]",1,0,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.71300299587374,24.667232151593378
NLSC-121-50,宜蘭縣立國華國民中學,學校,內政部國土測繪中心（官方衍生快取）,50,202206,宜蘭縣,,,,近5年歷史淹水災點,"[{""group"": ""近5年歷史淹水災點"", ""source_id"": ""130016"", ""distance_m"": 174.7, ""match_count"": 1}]",1,1,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.76126887038824,24.678139749010743
NLSC-121-51,宜蘭縣立凱旋國民中學,學校,內政部國土測繪中心（官方衍生快取）,51,202207,宜蘭縣,,,,近5年歷史淹水災點,"[{""group"": ""近5年歷史淹水災點"", ""source_id"": ""130016"", ""distance_m"": 178.1, ""match_count"": 7}]",1,7,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.75617371992757,24.72543964741962
NLSC-121-58,宜蘭縣立羅東國民中學,學校,內政部國土測繪中心（官方衍生快取）,58,202206,宜蘭縣,,,,近5年歷史淹水災點,"[{""group"": ""近5年歷史淹水災點"", ""source_id"": ""130016"", ""distance_m"": 144.5, ""match_count"": 2}]",1,2,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.76742004598218,24.682508091698498
NLSC-121-59,宜蘭縣立蘇澳國民中學,學校,內政部國土測繪中心（官方衍生快取）,59,202207,宜蘭縣,,,,土石流影響範圍,"[{""group"": ""土石流影響範圍"", ""source_id"": ""176526"", ""distance_m"": 287.3}]",1,0,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.83567608766924,24.595555792740615
NLSC-121-6,宜蘭縣三星鄉萬富國民小學,學校,內政部國土測繪中心（官方衍生快取）,6,202406,宜蘭縣,,,,地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""G0003"", ""distance_m"": 0.0}]",1,0,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.6882587837758,24.679499994730968
NLSC-121-7,宜蘭縣三星鄉憲明國民小學,學校,內政部國土測繪中心（官方衍生快取）,7,201901,宜蘭縣,,,,地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""G0003"", ""distance_m"": 0.0}, {""group"": ""地質敏感區"", ""source_id"": ""L0016"", ""distance_m"": 182.5}]",1,0,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.61859343459794,24.660826190286606
NLSC-121-76,宜蘭縣宜蘭市黎明國民小學,學校,內政部國土測繪中心（官方衍生快取）,76,202207,宜蘭縣,,,,近5年歷史淹水災點,"[{""group"": ""近5年歷史淹水災點"", ""source_id"": ""130016"", ""distance_m"": 254.6, ""match_count"": 1}]",1,1,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.76409771992734,24.751390551908116
NLSC-121-78,宜蘭縣南澳鄉武塔國民小學,學校,內政部國土測繪中心（官方衍生快取）,78,202407,宜蘭縣,,,,地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""L0016"", ""distance_m"": 255.0}]",1,0,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.7782891857181,24.44562991245959
NLSC-121-79,宜蘭縣南澳鄉金岳國民小學,學校,內政部國土測繪中心（官方衍生快取）,79,201901,宜蘭縣,,,,地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""L0016"", ""distance_m"": 219.8}]",1,0,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.77717999918143,24.4709610005608
NLSC-121-8,宜蘭縣三星鄉憲明國民小學1,學校,內政部國土測繪中心（官方衍生快取）,8,201711,宜蘭縣,,,,地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""G0003"", ""distance_m"": 0.0}, {""group"": ""地質敏感區"", ""source_id"": ""L0016"", ""distance_m"": 99.3}]",1,0,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.61929054654324,24.660376261682465
NLSC-121-80,宜蘭縣南澳鄉金洋國民小學,學校,內政部國土測繪中心（官方衍生快取）,80,201901,宜蘭縣,,,,土石流影響範圍、地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""L0016"", ""distance_m"": 183.2}, {""group"": ""土石流影響範圍"", ""source_id"": ""176526"", ""distance_m"": 216.9}]",2,0,複合災害暴露（優先查核）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.749390219091,24.42601520884363
NLSC-121-81,宜蘭縣南澳鄉金洋國民小學1,學校,內政部國土測繪中心（官方衍生快取）,81,201811,宜蘭縣,,,,土石流影響範圍、地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""L0016"", ""distance_m"": 127.2}, {""group"": ""土石流影響範圍"", ""source_id"": ""176526"", ""distance_m"": 233.5}]",2,0,複合災害暴露（優先查核）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.74961189501366,24.42647970475305
NLSC-121-83,宜蘭縣南澳鄉碧候國民小學,學校,內政部國土測繪中心（官方衍生快取）,83,201901,宜蘭縣,,,,土石流影響範圍,"[{""group"": ""土石流影響範圍"", ""source_id"": ""176526"", ""distance_m"": 147.0}]",1,0,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.7847891021448,24.474186212699983
NLSC-121-84,宜蘭縣南澳鄉澳花國民小學,學校,內政部國土測繪中心（官方衍生快取）,84,201901,宜蘭縣,,,,土石流影響範圍、地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""L0016"", ""distance_m"": 61.7}, {""group"": ""土石流影響範圍"", ""source_id"": ""176526"", ""distance_m"": 35.6}]",2,0,複合災害暴露（優先查核）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.73940182375514,24.329107111598518
NLSC-121-87,宜蘭縣員山鄉內城國民小學化育分校,學校,內政部國土測繪中心（官方衍生快取）,87,202206,宜蘭縣,,,,地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""L0016"", ""distance_m"": 43.8}]",1,0,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.65258972415353,24.711588591861013
NLSC-121-9,宜蘭縣大同鄉大同國民小學,學校,內政部國土測繪中心（官方衍生快取）,9,202206,宜蘭縣,,,,地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""G0003"", ""distance_m"": 66.2}, {""group"": ""地質敏感區"", ""source_id"": ""L0016"", ""distance_m"": 274.0}]",1,0,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.60924922511478,24.678432895424994
NLSC-121-90,宜蘭縣員山鄉深溝國民小學,學校,內政部國土測繪中心（官方衍生快取）,90,202206,宜蘭縣,,,,近5年歷史淹水災點,"[{""group"": ""近5年歷史淹水災點"", ""source_id"": ""130016"", ""distance_m"": 120.5, ""match_count"": 1}]",1,1,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.72370394020949,24.723840363266316
NLSC-121-91,宜蘭縣員山鄉湖山國民小學,學校,內政部國土測繪中心（官方衍生快取）,91,202207,宜蘭縣,,,,土石流影響範圍,"[{""group"": ""土石流影響範圍"", ""source_id"": ""176526"", ""distance_m"": 223.4}]",1,0,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.69942568026015,24.779222720779224
NLSC-121-93,宜蘭縣頭城鎮大里國民小學,學校,內政部國土測繪中心（官方衍生快取）,93,202405,宜蘭縣,,,,土石流影響範圍、地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""L0016"", ""distance_m"": 115.4}, {""group"": ""土石流影響範圍"", ""source_id"": ""176526"", ""distance_m"": 45.9}]",2,0,複合災害暴露（優先查核）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.92651525477193,24.970684157336585
NLSC-121-94,宜蘭縣頭城鎮大溪國民小學,學校,內政部國土測繪中心（官方衍生快取）,94,201901,宜蘭縣,,,,土石流影響範圍、近5年歷史淹水災點,"[{""group"": ""近5年歷史淹水災點"", ""source_id"": ""130016"", ""distance_m"": 162.2, ""match_count"": 1}, {""group"": ""土石流影響範圍"", ""source_id"": ""176526"", ""distance_m"": 84.0}]",2,1,複合災害暴露（優先查核）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.88702976252665,24.935530938843925
NLSC-121-96,宜蘭縣頭城鎮梗枋國民小學,學校,內政部國土測繪中心（官方衍生快取）,96,202207,宜蘭縣,,,,地質敏感區,"[{""group"": ""地質敏感區"", ""source_id"": ""L0016"", ""distance_m"": 28.1}]",1,0,單一災害暴露（篩選參考）,public facility point intersects hazard polygon or is within 300 metres of hazard geometry/point,SCREENING_REFERENCE,121.86247339165901,24.900312039984737
